"Phytophthora","Host","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Quercus","0","0","Northern America",31,NA
"P. cinnamomi","Quercus","0","Mexico","Northern America",6,NA
"P. cinnamomi","Quercus","0","New Zealand","Australasia",3,NA
"P. cinnamomi","Quercus","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Quercus","California","Southwestern U.S.A.","Northern America",12,NA
"P. cinnamomi","Quercus","Cape Provinces","Southern Africa","Africa",1,NA
"P. cinnamomi","Quercus","Florida","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Quercus","France","Southwestern Europe","Europe",178,NA
"P. cinnamomi","Quercus","Italy","Southeastern Europe","Europe",21,NA
"P. cinnamomi","Quercus","Maryland","Southeastern U.S.A.","Northern America",4,NA
"P. cinnamomi","Quercus","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus","Ohio","Northeastern U.S.A.","Northern America",4,NA
"P. cinnamomi","Quercus","Pennsylvania","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus","Portugal","Southwestern Europe","Europe",23,NA
"P. cinnamomi","Quercus","Sardegna","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus","Spain","Southwestern Europe","Europe",46,NA
"P. cinnamomi","Quercus","Taiwan","Eastern Asia","Asia-Temperate",20,NA
"P. cinnamomi","Quercus","Turkey","Western Asia","Asia-Temperate",2,NA
"P. cinnamomi","Quercus","Vietnam","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Quercus","West Virginia","Northeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Rhamnus","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Rhamnus","Sardegna","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Rhaphiolepis","0","Australia","Australasia",2,NA
"P. cinnamomi","Rhododendron","0","0","0",1,"Yes"
"P. cinnamomi","Rhododendron","0","0","Northern America",24,"Yes"
"P. cinnamomi","Rhododendron","0","Australia","Australasia",18,"Yes"
"P. cinnamomi","Rhododendron","0","China","Asia-Temperate",5,"Yes"
"P. cinnamomi","Rhododendron","0","Mexico","Northern America",7,"Yes"
"P. cinnamomi","Rhododendron","0","New Zealand","Australasia",5,"Yes"
"P. cinnamomi","Rhododendron","0","Southern Africa","Africa",1,"Yes"
"P. cinnamomi","Rhododendron","Alabama","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Rhododendron","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Rhododendron","Czechoslovakia","Middle Europe","Europe",20,"Yes"
"P. cinnamomi","Rhododendron","Florida","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Rhododendron","Germany","Middle Europe","Europe",6,"Yes"
"P. cinnamomi","Rhododendron","Hawaii","North-Central Pacific","Pacific",2,"Yes"
"P. cinnamomi","Rhododendron","Ireland","Northern Europe","Europe",2,"Yes"
"P. cinnamomi","Rhododendron","Japan","Eastern Asia","Asia-Temperate",10,"Yes"
"P. cinnamomi","Rhododendron","Maryland","Southeastern U.S.A.","Northern America",6,"Yes"
"P. cinnamomi","Rhododendron","Mississippi","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Rhododendron","Missouri","North-Central U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Rhododendron","New Jersey","Northeastern U.S.A.","Northern America",15,"Yes"
"P. cinnamomi","Rhododendron","New York","Northeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Rhododendron","North Carolina","Southeastern U.S.A.","Northern America",5,"Yes"
"P. cinnamomi","Rhododendron","Oregon","Northwestern U.S.A.","Northern America",6,"Yes"
"P. cinnamomi","Rhododendron","Poland","Middle Europe","Europe",6,"Yes"
"P. cinnamomi","Rhododendron","Spain","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Rhododendron","Switzerland","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Rhododendron","Taiwan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Rhododendron","Vietnam","Indo-China","Asia-Tropical",1,"Yes"
"P. cinnamomi","Rhododendron","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Richardia","0","0","Northern America",2,NA
"P. cinnamomi","Richardia","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Ricinocarpos","0","Australia","Australasia",1,NA
"P. cinnamomi","Ricinus","0","0","Northern America",1,NA
"P. cinnamomi","Ricinus","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Robinia","0","0","Northern America",2,NA
"P. cinnamomi","Robinia","0","China","Asia-Temperate",4,NA
"P. cinnamomi","Robinia","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rosa","0","Australia","Australasia",1,NA
"P. cinnamomi","Rubus","0","0","Northern America",1,NA
"P. cinnamomi","Rubus","0","Australia","Australasia",3,NA
"P. cinnamomi","Rubus","0","New Zealand","Australasia",11,NA
"P. cinnamomi","Rubus","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Rubus","New Zealand South","New Zealand","Australasia",1,NA
"P. cinnamomi","Rytidosperma","0","Australia","Australasia",2,NA
"P. cinnamomi","Salvia","0","Australia","Australasia",2,NA
"P. cinnamomi","Salvia","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Sarracenia","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Saxegothaea","0","Southern South America","Southern America",4,NA
"P. cinnamomi","Scaevola","0","Australia","Australasia",1,NA
"P. cinnamomi","Sciadopitys","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Sciadopitys","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Sciadopitys","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Senna","0","Australia","Australasia",1,NA
"P. cinnamomi","Sequoia","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Sequoia","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Sequoiadendron","0","Australia","Australasia",2,"Yes"
"P. cinnamomi","Serruria","0","Australia","Australasia",10,NA
"P. cinnamomi","Serruria","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Serruria","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Siloxerus","0","Australia","Australasia",2,NA
"P. cinnamomi","Solanum","0","0","Northern America",2,NA
"P. cinnamomi","Solanum","0","Southern South America","Southern America",2,NA
"P. cinnamomi","Solanum","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Sophora","0","0","Northern America",1,NA
"P. cinnamomi","Sophora","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Sorbus","Korea","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Spathiphyllum","0","Australia","Australasia",2,NA
"P. cinnamomi","Sphenotoma","0","Australia","Australasia",2,NA
"P. cinnamomi","Sprengelia","0","Australia","Australasia",4,NA
"P. cinnamomi","Stenanthera","0","Australia","Australasia",1,NA
"P. cinnamomi","Stirlingia","0","Australia","Australasia",1,NA
"P. cinnamomi","Stylidium","0","Australia","Australasia",5,NA
"P. cinnamomi","Stylidium","Western Australia","Australia","Australasia",4,NA
"P. cinnamomi","Styphelia","0","Australia","Australasia",4,NA
"P. cinnamomi","Symphytum","0","Australia","Australasia",2,NA
"P. cinnamomi","Syncarpia","0","Australia","Australasia",1,NA
"P. cinnamomi","Syzygium","0","Australia","Australasia",2,NA
"P. cinnamomi","Syzygium","0","Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Syzygium","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Tabebuia","0","Australia","Australasia",1,NA
"P. cinnamomi","Tabebuia","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Tanacetum","0","0","0",2,NA
"P. cinnamomi","Tasmannia","0","Australia","Australasia",4,"Yes"
"P. cinnamomi","Taxus","0","0","Northern America",9,"Yes"
"P. cinnamomi","Taxus","0","Australia","Australasia",3,"Yes"
"P. cinnamomi","Taxus","0","New Zealand","Australasia",2,"Yes"
"P. cinnamomi","Taxus","Greece","Southeastern Europe","Europe",5,"Yes"
"P. cinnamomi","Taxus","Hungary","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Taxus","Indiana","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Taxus","Maryland","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Taxus","Netherlands","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Taxus","Ohio","Northeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Taxus","Oregon","Northwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Taxus","Virginia","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Taxus","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. cinnamomi","Tecomaria","0","Australia","Australasia",2,NA
"P. cinnamomi","Telopea","0","Australia","Australasia",6,NA
"P. cinnamomi","Telopea","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Telopea","0","Southern Africa","Africa",4,NA
"P. cinnamomi","Tetratheca","0","Australia","Australasia",8,NA
"P. cinnamomi","Thomasia","0","Australia","Australasia",4,NA
"P. cinnamomi","Thryptomene","0","Australia","Australasia",8,NA
"P. cinnamomi","Thryptomene","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Thuja","0","0","Northern America",4,NA
"P. cinnamomi","Thuja","0","Southern Africa","Africa",1,NA
"P. cinnamomi","Thuja","0","Southern South America","Southern America",2,NA
"P. cinnamomi","Thuja","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Thuja","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Thuja","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Thuja","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Toona","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Torreya","Korea","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Trachymene","0","Australia","Australasia",1,NA
"P. cinnamomi","Trachymene","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Trifolium","0","Australia","Australasia",1,NA
"P. cinnamomi","Trymalium","0","Australia","Australasia",2,NA
"P. cinnamomi","Tsuga","0","0","Northern America",1,"Yes"
"P. cinnamomi","Tsuga","0","New Zealand","Australasia",1,"Yes"
"P. cinnamomi","Tsuga","North Carolina","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Ugni","0","Australia","Australasia",1,NA
"P. cinnamomi","Ulex","0","Australia","Australasia",1,NA
"P. cinnamomi","Umbellularia","0","0","Northern America",1,NA
"P. cinnamomi","Umbellularia","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Urostemon","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Vaccinium","0","0","Northern America",10,"Yes"
"P. cinnamomi","Vaccinium","0","Australia","Australasia",26,"Yes"
"P. cinnamomi","Vaccinium","0","China","Asia-Temperate",3,"Yes"
"P. cinnamomi","Vaccinium","0","New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Vaccinium","0","Southern South America","Southern America",5,"Yes"
"P. cinnamomi","Vaccinium","Arkansas","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","Austria","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Vaccinium","British Columbia","Western Canada","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","California","Southwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Vaccinium","Colombia","Western South America","Southern America",1,"Yes"
"P. cinnamomi","Vaccinium","Czechoslovakia","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Vaccinium","Florida","Southeastern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Vaccinium","Germany","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Vaccinium","Italy","Southeastern Europe","Europe",1,"Yes"
"P. cinnamomi","Vaccinium","Massachusetts","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","Mexico Southwest","Mexico","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","New Jersey","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","North Carolina","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Vaccinium","Turkey","Western Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Vaccinium","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Vaccinium","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Vernicia","0","0","Northern America",3,NA
"P. cinnamomi","Vernicia","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Veronica","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Verticordia","0","Australia","Australasia",12,NA
"P. cinnamomi","Viburnum","0","Australia","Australasia",3,NA
"P. cinnamomi","Viburnum","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Viburnum","Maryland","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Vigna","0","Australia","Australasia",6,NA
"P. cinnamomi","Viola","0","Australia","Australasia",1,NA
"P. cinnamomi","Vitex","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Vitis","0","Australia","Australasia",14,NA
"P. cinnamomi","Vitis","0","New Zealand","Australasia",10,NA
"P. cinnamomi","Vitis","0","Southern Africa","Africa",19,NA
"P. cinnamomi","Vitis","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Washingtonia","0","Australia","Australasia",1,NA
"P. cinnamomi","Widdringtonia","0","Southern Africa","Africa",3,NA
"P. cinnamomi","Wodyetia","0","Australia","Australasia",2,NA
"P. cinnamomi","Wollemia","0","Australia","Australasia",70,NA
"P. cinnamomi","Xanthomyrtus","0","0","Northern America",2,NA
"P. cinnamomi","Xanthomyrtus","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Xanthorrhoea","0","Australia","Australasia",49,NA
"P. cinnamomi","Xanthorrhoea","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Xanthorrhoea","South Australia","Australia","Australasia",2,NA
"P. cinnamomi","Xeronema","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Xeronema","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Xerophyllum","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Xylomelum","0","Australia","Australasia",2,NA
"P. cinnamomi","Zamia","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. kernoviae","Agathis","0","New Zealand","Australasia",1,NA
"P. kernoviae","Annona","0","New Zealand","Australasia",22,NA
"P. kernoviae","Drimys","0","Southern South America","Southern America",2,NA
"P. kernoviae","Drimys","Ireland","Northern Europe","Europe",1,NA
"P. kernoviae","Fagus","0","0","0",1,"Yes"
"P. kernoviae","Fagus","0","New Zealand","Australasia",1,"Yes"
"P. kernoviae","Ficus","0","New Zealand","Australasia",1,NA
"P. kernoviae","Magnolia","0","0","0",1,"Yes"
"P. kernoviae","Magnolia","0","New Zealand","Australasia",1,"Yes"
"P. kernoviae","Pectinopitys","0","New Zealand","Australasia",1,NA
"P. kernoviae","Pinus","0","New Zealand","Australasia",47,NA
"P. kernoviae","Rhododendron","0","0","0",1,"Yes"
"P. kernoviae","Rhododendron","0","New Zealand","Australasia",7,"Yes"
"P. kernoviae","Rhododendron","Ireland","Northern Europe","Europe",12,"Yes"
"P. pinifolia","Pinus","0","Southern South America","Southern America",21,NA
"P. pinifolia","Pinus","Chile Central","Southern South America","Southern America",1,NA
"P. pluvialis","Notholithocarpus","0","0","Northern America",1,NA
"P. pluvialis","Notholithocarpus","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. pluvialis","Pinus","0","New Zealand","Australasia",205,NA
"P. pluvialis","Pseudotsuga","0","0","Northern America",2,"Yes"
"P. pluvialis","Pseudotsuga","0","New Zealand","Australasia",16,"Yes"
"P. pluvialis","Pseudotsuga","Oregon","Northwestern U.S.A.","Northern America",7,"Yes"
"P. pseudosyringae","Abies","0","0","Northern America",1,NA
"P. pseudosyringae","Abies","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Acer","Czechoslovakia","Middle Europe","Europe",2,"Yes"
"P. pseudosyringae","Aesculus","Sweden","Northern Europe","Europe",4,NA
"P. pseudosyringae","Alnus","0","0","Northern America",4,NA
"P. pseudosyringae","Alnus","Germany","Middle Europe","Europe",4,NA
"P. pseudosyringae","Alnus","Italy","Southeastern Europe","Europe",5,NA
"P. pseudosyringae","Alnus","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Arctostaphylos","California","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Camellia","California","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Castanea","Italy","Southeastern Europe","Europe",8,NA
"P. pseudosyringae","Castanea","Spain","Southwestern Europe","Europe",3,NA
"P. pseudosyringae","Fagus","Germany","Middle Europe","Europe",13,"Yes"
"P. pseudosyringae","Fagus","Ireland","Northern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus","Italy","Southeastern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus","Netherlands","Middle Europe","Europe",1,"Yes"
"P. pseudosyringae","Fagus","Spain","Southwestern Europe","Europe",3,"Yes"
"P. pseudosyringae","Fagus","Switzerland","Middle Europe","Europe",3,"Yes"
"P. pseudosyringae","Fraxinus","Poland","Middle Europe","Europe",7,NA
"P. pseudosyringae","Hedera","Italy","Southeastern Europe","Europe",3,NA
"P. pseudosyringae","Ilex","Italy","Southeastern Europe","Europe",1,NA
"P. pseudosyringae","Laburnum","Germany","Middle Europe","Europe",2,NA
"P. pseudosyringae","Laurus","California","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Nothofagus","0","Southern South America","Southern America",2,"Yes"
"P. pseudosyringae","Notholithocarpus","0","0","Northern America",1,NA
"P. pseudosyringae","Notholithocarpus","Oregon","Northwestern U.S.A.","Northern America",4,NA
"P. pseudosyringae","Pieris","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. pseudosyringae","Quercus","0","0","Northern America",5,"Yes"
"P. pseudosyringae","Quercus","California","Southwestern U.S.A.","Northern America",5,"Yes"
"P. pseudosyringae","Quercus","Germany","Middle Europe","Europe",19,"Yes"
"P. pseudosyringae","Rhododendron","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. pseudosyringae","Rhododendron","Spain","Southwestern Europe","Europe",1,"Yes"
"P. pseudosyringae","Salix","California","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Tilia","Germany","Middle Europe","Europe",2,NA
"P. pseudosyringae","Umbellularia","0","0","Northern America",4,NA
"P. pseudosyringae","Umbellularia","California","Southwestern U.S.A.","Northern America",8,NA
"P. ramorum","Abies","0","0","0",1,"Yes"
"P. ramorum","Abies","0","0","Northern America",2,"Yes"
"P. ramorum","Abies","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Abies","Ireland","Northern Europe","Europe",6,"Yes"
"P. ramorum","Abies","Oregon","Northwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Acer","0","0","0",1,NA
"P. ramorum","Acer","0","0","Northern America",2,NA
"P. ramorum","Acer","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Adiantum","0","0","Northern America",4,NA
"P. ramorum","Adiantum","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Aesculus","0","0","Northern America",2,NA
"P. ramorum","Aesculus","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Arbutus","0","0","Northern America",5,NA
"P. ramorum","Arbutus","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Arbutus","Spain","Southwestern Europe","Europe",2,NA
"P. ramorum","Arctostaphylos","0","0","Northern America",3,NA
"P. ramorum","Arctostaphylos","California","Southwestern U.S.A.","Northern America",7,NA
"P. ramorum","Berberis","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Berberis","Western Australia","Australia","Australasia",1,NA
"P. ramorum","Calluna","Poland","Middle Europe","Europe",2,NA
"P. ramorum","Camellia","0","0","Northern America",8,NA
"P. ramorum","Camellia","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Camellia","France","Southwestern Europe","Europe",1,NA
"P. ramorum","Camellia","Ireland","Northern Europe","Europe",6,NA
"P. ramorum","Camellia","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. ramorum","Camellia","South Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia","Spain","Southwestern Europe","Europe",3,NA
"P. ramorum","Camellia","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. ramorum","Castanea","Ireland","Northern Europe","Europe",5,NA
"P. ramorum","Choisya","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Chrysolepis","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum","0","0","Northern America",1,NA
"P. ramorum","Cinnamomum","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cornus","0","0","Northern America",1,NA
"P. ramorum","Corylus","0","0","Northern America",1,NA
"P. ramorum","Corylus","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cotoneaster","0","0","0",1,NA
"P. ramorum","Fagus","0","0","0",1,"Yes"
"P. ramorum","Fagus","0","0","Europe",1,"Yes"
"P. ramorum","Fagus","Ireland","Northern Europe","Europe",7,"Yes"
"P. ramorum","Frangula","0","0","Northern America",5,NA
"P. ramorum","Frangula","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Frangula","Oregon","Northwestern U.S.A.","Northern America",4,NA
"P. ramorum","Fuchsia","0","0","Northern America",1,NA
"P. ramorum","Gaultheria","0","0","Northern America",2,NA
"P. ramorum","Gaultheria","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Gaultheria","Washington","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Gaultheria","Western Australia","Australia","Australasia",1,NA
"P. ramorum","Gaylussacia","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Grevillea","0","0","0",1,NA
"P. ramorum","Hakonechloa","0","0","0",1,NA
"P. ramorum","Hamamelis","0","0","Northern America",1,NA
"P. ramorum","Kalmia","0","0","Northern America",1,"Yes"
"P. ramorum","Kalmia","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Larix","France","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Larix","Ireland","Northern Europe","Europe",13,"Yes"
"P. ramorum","Larix","Japan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Leptospermum","0","0","Northern America",1,NA
"P. ramorum","Leucothoe","0","0","Northern America",1,NA
"P. ramorum","Leucothoe","Yugoslavia","Southeastern Europe","Europe",2,NA
"P. ramorum","Lithocarpus","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Lithocarpus","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Lonicera","0","0","0",1,NA
"P. ramorum","Lonicera","0","0","Northern America",2,NA
"P. ramorum","Lonicera","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Lophostemon","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Loropetalum","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Lysimachia","0","0","Northern America",3,NA
"P. ramorum","Lysimachia","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Magnolia","0","0","0",1,"Yes"
"P. ramorum","Magnolia","0","0","Northern America",1,"Yes"
"P. ramorum","Magnolia","Germany","Middle Europe","Europe",1,"Yes"
"P. ramorum","Magnolia","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Magnolia","Spain","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Maianthemum","0","0","Northern America",1,NA
"P. ramorum","Maianthemum","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Malus","Ireland","Northern Europe","Europe",1,NA
"P. ramorum","Neopanax","0","0","Northern America",1,NA
"P. ramorum","Nothofagus","0","0","Northern America",1,"Yes"
"P. ramorum","Notholithocarpus","0","0","Northern America",18,NA
"P. ramorum","Notholithocarpus","California","Southwestern U.S.A.","Northern America",24,NA
"P. ramorum","Notholithocarpus","Georgia","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Notholithocarpus","Oregon","Northwestern U.S.A.","Northern America",13,NA
"P. ramorum","Osmanthus","0","0","0",1,"Yes"
"P. ramorum","Osmanthus","0","0","Northern America",2,"Yes"
"P. ramorum","Osmanthus","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Phoradendron","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Photinia","0","0","Northern America",2,NA
"P. ramorum","Photinia","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Photinia","Poland","Middle Europe","Europe",2,NA
"P. ramorum","Picea","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris","0","0","Northern America",5,"Yes"
"P. ramorum","Pieris","California","Southwestern U.S.A.","Northern America",6,"Yes"
"P. ramorum","Pieris","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris","France","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Pieris","Germany","Middle Europe","Europe",2,"Yes"
"P. ramorum","Pieris","Ireland","Northern Europe","Europe",6,"Yes"
"P. ramorum","Pieris","Oregon","Northwestern U.S.A.","Northern America",8,"Yes"
"P. ramorum","Pieris","Poland","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris","Washington","Northwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Pieris","Western Australia","Australia","Australasia",1,"Yes"
"P. ramorum","Pieris","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Pinus","0","0","Northern America",1,NA
"P. ramorum","Pittosporum","0","0","0",1,NA
"P. ramorum","Prunus","0","0","Northern America",2,NA
"P. ramorum","Prunus","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Prunus","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Pseudotsuga","0","0","Northern America",2,NA
"P. ramorum","Pseudotsuga","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pyracantha","0","0","Northern America",1,NA
"P. ramorum","Quercus","0","0","Northern America",27,NA
"P. ramorum","Quercus","California","Southwestern U.S.A.","Northern America",154,NA
"P. ramorum","Quercus","Georgia","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Quercus","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Quercus","Netherlands","Middle Europe","Europe",7,NA
"P. ramorum","Quercus","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. ramorum","Rhamnus","0","0","Northern America",1,NA
"P. ramorum","Rhamnus","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rhododendron","0","0","0",2,"Yes"
"P. ramorum","Rhododendron","0","0","Europe",1,"Yes"
"P. ramorum","Rhododendron","0","0","Northern America",9,"Yes"
"P. ramorum","Rhododendron","Belgium","Middle Europe","Europe",5,"Yes"
"P. ramorum","Rhododendron","California","Southwestern U.S.A.","Northern America",17,"Yes"
"P. ramorum","Rhododendron","Czechoslovakia","Middle Europe","Europe",6,"Yes"
"P. ramorum","Rhododendron","Finland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Rhododendron","France","Southwestern Europe","Europe",9,"Yes"
