"Phytophthora","Host","Level.2","Level.1","Total","PxH.in.Scotland"
"P. pinifolia","Pinus","Southern South America","Southern America",22,NA
"P. pluvialis","Notholithocarpus","0","Northern America",1,NA
"P. pluvialis","Notholithocarpus","Northwestern U.S.A.","Northern America",2,NA
"P. pluvialis","Pinus","New Zealand","Australasia",205,NA
"P. pluvialis","Pseudotsuga","0","Northern America",2,"Yes"
"P. pluvialis","Pseudotsuga","New Zealand","Australasia",16,"Yes"
"P. pluvialis","Pseudotsuga","Northwestern U.S.A.","Northern America",7,"Yes"
"P. pseudosyringae","Abies","0","Northern America",1,NA
"P. pseudosyringae","Abies","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Acer","Middle Europe","Europe",2,"Yes"
"P. pseudosyringae","Aesculus","Northern Europe","Europe",4,NA
"P. pseudosyringae","Alnus","0","Northern America",4,NA
"P. pseudosyringae","Alnus","Middle Europe","Europe",4,NA
"P. pseudosyringae","Alnus","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Alnus","Southeastern Europe","Europe",5,NA
"P. pseudosyringae","Arctostaphylos","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Camellia","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Castanea","Southeastern Europe","Europe",8,NA
"P. pseudosyringae","Castanea","Southwestern Europe","Europe",3,NA
"P. pseudosyringae","Fagus","Middle Europe","Europe",17,"Yes"
"P. pseudosyringae","Fagus","Northern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus","Southeastern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus","Southwestern Europe","Europe",3,"Yes"
"P. pseudosyringae","Fraxinus","Middle Europe","Europe",7,NA
"P. pseudosyringae","Hedera","Southeastern Europe","Europe",3,NA
"P. pseudosyringae","Ilex","Southeastern Europe","Europe",1,NA
"P. pseudosyringae","Laburnum","Middle Europe","Europe",2,NA
"P. pseudosyringae","Laurus","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Nothofagus","Southern South America","Southern America",2,"Yes"
"P. pseudosyringae","Notholithocarpus","0","Northern America",1,NA
"P. pseudosyringae","Notholithocarpus","Northwestern U.S.A.","Northern America",4,NA
"P. pseudosyringae","Pieris","Southwestern U.S.A.","Northern America",1,"Yes"
"P. pseudosyringae","Quercus","0","Northern America",5,"Yes"
"P. pseudosyringae","Quercus","Middle Europe","Europe",19,"Yes"
"P. pseudosyringae","Quercus","Southwestern U.S.A.","Northern America",5,"Yes"
"P. pseudosyringae","Rhododendron","Southwestern Europe","Europe",1,"Yes"
"P. pseudosyringae","Rhododendron","Southwestern U.S.A.","Northern America",1,"Yes"
"P. pseudosyringae","Salix","Southwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Tilia","Middle Europe","Europe",2,NA
"P. pseudosyringae","Umbellularia","0","Northern America",4,NA
"P. pseudosyringae","Umbellularia","Southwestern U.S.A.","Northern America",8,NA
"P. ramorum","Abies","0","0",1,"Yes"
"P. ramorum","Abies","0","Northern America",2,"Yes"
"P. ramorum","Abies","Northern Europe","Europe",6,"Yes"
"P. ramorum","Abies","Northwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Abies","Southwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Acer","0","0",1,NA
"P. ramorum","Acer","0","Northern America",2,NA
"P. ramorum","Acer","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Adiantum","0","Northern America",4,NA
"P. ramorum","Adiantum","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Aesculus","0","Northern America",2,NA
"P. ramorum","Aesculus","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Arbutus","0","Northern America",5,NA
"P. ramorum","Arbutus","Southwestern Europe","Europe",2,NA
"P. ramorum","Arbutus","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Arctostaphylos","0","Northern America",3,NA
"P. ramorum","Arctostaphylos","Southwestern U.S.A.","Northern America",7,NA
"P. ramorum","Berberis","Australia","Australasia",1,NA
"P. ramorum","Berberis","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Calluna","Middle Europe","Europe",2,NA
"P. ramorum","Camellia","0","Northern America",8,NA
"P. ramorum","Camellia","Northern Europe","Europe",6,NA
"P. ramorum","Camellia","Northwestern U.S.A.","Northern America",4,NA
"P. ramorum","Camellia","Southeastern Europe","Europe",1,NA
"P. ramorum","Camellia","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia","Southwestern Europe","Europe",4,NA
"P. ramorum","Camellia","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Castanea","Northern Europe","Europe",5,NA
"P. ramorum","Choisya","Northern Europe","Europe",2,NA
"P. ramorum","Chrysolepis","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum","0","Northern America",1,NA
"P. ramorum","Cinnamomum","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cornus","0","Northern America",1,NA
"P. ramorum","Corylus","0","Northern America",1,NA
"P. ramorum","Corylus","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cotoneaster","0","0",1,NA
"P. ramorum","Fagus","0","0",1,"Yes"
"P. ramorum","Fagus","0","Europe",1,"Yes"
"P. ramorum","Fagus","Northern Europe","Europe",7,"Yes"
"P. ramorum","Frangula","0","Northern America",5,NA
"P. ramorum","Frangula","Northwestern U.S.A.","Northern America",4,NA
"P. ramorum","Frangula","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Fuchsia","0","Northern America",1,NA
"P. ramorum","Gaultheria","0","Northern America",2,NA
"P. ramorum","Gaultheria","Australia","Australasia",1,NA
"P. ramorum","Gaultheria","Northwestern U.S.A.","Northern America",3,NA
"P. ramorum","Gaylussacia","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Grevillea","0","0",1,NA
"P. ramorum","Hakonechloa","0","0",1,NA
"P. ramorum","Hamamelis","0","Northern America",1,NA
"P. ramorum","Kalmia","0","Northern America",1,"Yes"
"P. ramorum","Kalmia","Northern Europe","Europe",1,"Yes"
"P. ramorum","Larix","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Larix","Northern Europe","Europe",13,"Yes"
"P. ramorum","Larix","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Leptospermum","0","Northern America",1,NA
"P. ramorum","Leucothoe","0","Northern America",1,NA
"P. ramorum","Leucothoe","Southeastern Europe","Europe",2,NA
"P. ramorum","Lithocarpus","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Lithocarpus","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Lonicera","0","0",1,NA
"P. ramorum","Lonicera","0","Northern America",2,NA
"P. ramorum","Lonicera","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Lophostemon","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Loropetalum","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Lysimachia","0","Northern America",3,NA
"P. ramorum","Lysimachia","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Magnolia","0","0",1,"Yes"
"P. ramorum","Magnolia","0","Northern America",1,"Yes"
"P. ramorum","Magnolia","Middle Europe","Europe",1,"Yes"
"P. ramorum","Magnolia","Northern Europe","Europe",3,"Yes"
"P. ramorum","Magnolia","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Maianthemum","0","Northern America",1,NA
"P. ramorum","Maianthemum","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Malus","Northern Europe","Europe",1,NA
"P. ramorum","Neopanax","0","Northern America",1,NA
"P. ramorum","Nothofagus","0","Northern America",1,"Yes"
"P. ramorum","Notholithocarpus","0","Northern America",18,NA
"P. ramorum","Notholithocarpus","Northwestern U.S.A.","Northern America",13,NA
"P. ramorum","Notholithocarpus","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Notholithocarpus","Southwestern U.S.A.","Northern America",24,NA
"P. ramorum","Osmanthus","0","0",1,"Yes"
"P. ramorum","Osmanthus","0","Northern America",2,"Yes"
"P. ramorum","Osmanthus","Southwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Phoradendron","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Photinia","0","Northern America",2,NA
"P. ramorum","Photinia","Middle Europe","Europe",2,NA
"P. ramorum","Photinia","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Picea","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris","0","Northern America",5,"Yes"
"P. ramorum","Pieris","Australia","Australasia",1,"Yes"
"P. ramorum","Pieris","Middle Europe","Europe",4,"Yes"
"P. ramorum","Pieris","Northern Europe","Europe",6,"Yes"
"P. ramorum","Pieris","Northwestern U.S.A.","Northern America",9,"Yes"
"P. ramorum","Pieris","Southeastern Europe","Europe",2,"Yes"
"P. ramorum","Pieris","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Pieris","Southwestern U.S.A.","Northern America",6,"Yes"
"P. ramorum","Pinus","0","Northern America",1,NA
"P. ramorum","Pittosporum","0","0",1,NA
"P. ramorum","Prunus","0","Northern America",2,NA
"P. ramorum","Prunus","Northern Europe","Europe",2,NA
"P. ramorum","Prunus","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Pseudotsuga","0","Northern America",2,NA
"P. ramorum","Pseudotsuga","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pyracantha","0","Northern America",1,NA
"P. ramorum","Quercus","0","Northern America",27,NA
"P. ramorum","Quercus","Middle Europe","Europe",7,NA
"P. ramorum","Quercus","Northern Europe","Europe",2,NA
"P. ramorum","Quercus","Northwestern U.S.A.","Northern America",3,NA
"P. ramorum","Quercus","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Quercus","Southwestern U.S.A.","Northern America",154,NA
"P. ramorum","Rhamnus","0","Northern America",1,NA
"P. ramorum","Rhamnus","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rhododendron","0","0",2,"Yes"
"P. ramorum","Rhododendron","0","Europe",1,"Yes"
"P. ramorum","Rhododendron","0","Northern America",9,"Yes"
"P. ramorum","Rhododendron","Australia","Australasia",1,"Yes"
"P. ramorum","Rhododendron","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Rhododendron","Middle Europe","Europe",74,"Yes"
"P. ramorum","Rhododendron","North-Central U.S.A.","Northern America",1,"Yes"
"P. ramorum","Rhododendron","Northern Europe","Europe",115,"Yes"
"P. ramorum","Rhododendron","Northwestern U.S.A.","Northern America",9,"Yes"
"P. ramorum","Rhododendron","Southeastern Europe","Europe",27,"Yes"
"P. ramorum","Rhododendron","Southeastern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Rhododendron","Southwestern Europe","Europe",19,"Yes"
"P. ramorum","Rhododendron","Southwestern U.S.A.","Northern America",17,"Yes"
"P. ramorum","Rosa","0","Northern America",3,NA
"P. ramorum","Rosa","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Rubus","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Sequoia","0","Northern America",5,NA
"P. ramorum","Sequoia","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Syringa","0","Northern America",1,NA
"P. ramorum","Taxus","0","0",1,NA
"P. ramorum","Toxicodendron","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Umbellularia","0","Northern America",14,NA
"P. ramorum","Umbellularia","Northern Europe","Europe",1,NA
"P. ramorum","Umbellularia","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Umbellularia","Southwestern U.S.A.","Northern America",197,NA
"P. ramorum","Vaccinium","0","Northern America",6,"Yes"
"P. ramorum","Vaccinium","Northern Europe","Europe",6,"Yes"
"P. ramorum","Vaccinium","Northwestern U.S.A.","Northern America",7,"Yes"
"P. ramorum","Vaccinium","Southwestern U.S.A.","Northern America",4,"Yes"
"P. ramorum","Viburnum","0","0",2,"Yes"
"P. ramorum","Viburnum","0","Europe",1,"Yes"
"P. ramorum","Viburnum","0","Northern America",4,"Yes"
"P. ramorum","Viburnum","Australia","Australasia",1,"Yes"
"P. ramorum","Viburnum","Middle Europe","Europe",49,"Yes"
"P. ramorum","Viburnum","Northern Europe","Europe",19,"Yes"
"P. ramorum","Viburnum","Northwestern U.S.A.","Northern America",10,"Yes"
"P. ramorum","Viburnum","Southeastern Europe","Europe",11,"Yes"
"P. ramorum","Viburnum","Southwestern Europe","Europe",8,"Yes"
"P. ramorum","Viburnum","Southwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Vinca","Northwestern U.S.A.","Northern America",1,NA
