"Phytophthora","Host","Total","Trade","widerEnvironment","Unknown","PxH in Scotland?"
"P. cinnamomi","Idesia polycarpa",2,NA,NA,2,NA
"P. cinnamomi","Ilex aquifolium",2,NA,NA,2,"Yes"
"P. cinnamomi","Ilex cassine",4,NA,NA,4,NA
"P. cinnamomi","Ilex crenata",6,NA,NA,6,NA
"P. cinnamomi","Ilex glabra",3,NA,NA,3,NA
"P. cinnamomi","Ilex × meserveae",2,NA,NA,2,NA
"P. cinnamomi","Isopogon attenuatus",2,NA,NA,2,NA
"P. cinnamomi","Isopogon axillaris",1,NA,NA,1,NA
"P. cinnamomi","Isopogon ceratophyllus",6,NA,NA,6,NA
"P. cinnamomi","Isopogon cuneatus",2,NA,NA,2,NA
"P. cinnamomi","Isopogon dubius",2,NA,NA,2,NA
"P. cinnamomi","Isopogon formosus",2,NA,NA,2,NA
"P. cinnamomi","Isopogon latifolius",2,NA,NA,2,NA
"P. cinnamomi","Itea virginica",1,NA,NA,1,NA
"P. cinnamomi","Jacaranda mimosifolia",1,NA,NA,1,NA
"P. cinnamomi","Juglans nigra",6,NA,NA,6,NA
"P. cinnamomi","Juglans regia",46,NA,1,45,NA
"P. cinnamomi","Juniperus chinensis",3,NA,NA,3,NA
"P. cinnamomi","Juniperus communis",5,NA,NA,5,NA
"P. cinnamomi","Juniperus oxycedrus",3,NA,1,2,NA
"P. cinnamomi","Juniperus pseudosabina",2,NA,NA,2,NA
"P. cinnamomi","Juniperus rigida",2,NA,NA,2,NA
"P. cinnamomi","Juniperus sabina",1,NA,NA,1,NA
"P. cinnamomi","Juniperus squamata",4,NA,NA,4,"Yes"
"P. cinnamomi","Juniperus virginiana",3,NA,NA,3,NA
"P. cinnamomi","Kadua affinis",1,NA,NA,1,NA
"P. cinnamomi","Kalmia latifolia",7,NA,NA,7,NA
"P. cinnamomi","Kingia australis",1,NA,NA,1,NA
"P. cinnamomi","Knightia excelsa",5,NA,NA,5,NA
"P. cinnamomi","Kunzea baxteri",1,NA,NA,1,NA
"P. cinnamomi","Kunzea ericifolia",2,NA,NA,2,NA
"P. cinnamomi","Kunzea muelleri",2,NA,NA,2,NA
"P. cinnamomi","Kunzea pauciflora",2,NA,NA,2,NA
"P. cinnamomi","Kunzea pomifera",2,NA,NA,2,NA
"P. cinnamomi","Kunzea recurva",2,NA,NA,2,NA
"P. cinnamomi","Lactuca sativa",1,NA,NA,1,NA
"P. cinnamomi","Lagunaria patersonia",1,NA,NA,1,NA
"P. cinnamomi","Larix decidua",9,NA,NA,9,NA
"P. cinnamomi","Larix kaempferi",11,NA,NA,11,NA
"P. cinnamomi","Lasiopetalum floribundum",2,NA,NA,2,NA
"P. cinnamomi","Laurus nobilis",2,NA,NA,2,"Yes"
"P. cinnamomi","Lavandula angustifolia",2,NA,NA,2,NA
"P. cinnamomi","Lepidosperma laterale",3,NA,NA,3,NA
"P. cinnamomi","Leptecophylla abietina",2,NA,NA,2,NA
"P. cinnamomi","Leptecophylla juniperina",2,NA,NA,2,NA
"P. cinnamomi","Leptecophylla tameiameiae",2,NA,NA,2,NA
"P. cinnamomi","Leptospermum glaucescens",1,NA,NA,1,NA
"P. cinnamomi","Leptospermum juniperinum",2,NA,NA,2,NA
"P. cinnamomi","Leptospermum scoparium",8,NA,NA,8,NA
"P. cinnamomi","Leschenaultia biloba",1,NA,NA,1,NA
"P. cinnamomi","Leucadendron album",4,NA,NA,4,NA
"P. cinnamomi","Leucadendron argenteum",20,NA,NA,20,NA
"P. cinnamomi","Leucadendron comosum",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron conicum",1,NA,NA,1,NA
"P. cinnamomi","Leucadendron daphnoides",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron discolor",12,NA,NA,12,NA
"P. cinnamomi","Leucadendron eucalyptifolium",1,NA,NA,1,NA
"P. cinnamomi","Leucadendron galpinii",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron gandogeri",9,NA,NA,9,NA
"P. cinnamomi","Leucadendron laureolum",12,NA,NA,12,NA
"P. cinnamomi","Leucadendron loranthifolium",4,NA,NA,4,NA
"P. cinnamomi","Leucadendron meridianum",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron microcephalum",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron nervosum",2,NA,NA,2,NA
"P. cinnamomi","Leucadendron nobile",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron orientale",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron pubescens",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron rubrum",12,NA,NA,12,NA
"P. cinnamomi","Leucadendron salicifolium",10,NA,NA,10,NA
"P. cinnamomi","Leucadendron salignum",12,NA,NA,12,NA
"P. cinnamomi","Leucadendron spissifolium",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron tinctum",8,NA,NA,8,NA
"P. cinnamomi","Leucadendron tradouwense",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron uliginosum",6,NA,NA,6,NA
"P. cinnamomi","Leucadendron xanthoconus",5,NA,NA,5,NA
"P. cinnamomi","Leucophyllum frutescens",2,NA,NA,2,NA
"P. cinnamomi","Leucopogon australis",3,NA,NA,3,NA
"P. cinnamomi","Leucopogon collinus",3,NA,NA,3,NA
"P. cinnamomi","Leucopogon fasciculatus",4,NA,NA,4,NA
"P. cinnamomi","Leucopogon glabellus",2,NA,NA,2,NA
"P. cinnamomi","Leucopogon lasiostachys",2,NA,NA,2,NA
"P. cinnamomi","Leucopogon pulchellus",2,NA,NA,2,NA
"P. cinnamomi","Leucopogon verticillatus",2,NA,NA,2,NA
"P. cinnamomi","Leucopogon virgatus",5,NA,NA,5,NA
"P. cinnamomi","Leucospermum bolusii",1,NA,NA,1,NA
"P. cinnamomi","Leucospermum catherinae",8,NA,NA,8,NA
"P. cinnamomi","Leucospermum conocarpodendron",7,NA,NA,7,NA
"P. cinnamomi","Leucospermum cordifolium",23,NA,NA,23,NA
"P. cinnamomi","Leucospermum cuneiforme",10,NA,NA,10,NA
"P. cinnamomi","Leucospermum erubescens",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum formosum",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum fulgens",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum glabrum",8,NA,NA,8,NA
"P. cinnamomi","Leucospermum grandiflorum",4,NA,NA,4,NA
"P. cinnamomi","Leucospermum lineare",8,NA,NA,8,NA
"P. cinnamomi","Leucospermum muirii",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum mundii",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum patersonii",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum pluridens",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum praecox",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum praemorsum",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum prostratum",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum reflexum",12,NA,NA,12,NA
"P. cinnamomi","Leucospermum tomentosum",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum tottum",8,NA,NA,8,NA
"P. cinnamomi","Leucospermum truncatulum",2,NA,NA,2,NA
"P. cinnamomi","Leucospermum truncatum",4,NA,NA,4,NA
"P. cinnamomi","Leucospermum utriculosum",6,NA,NA,6,NA
"P. cinnamomi","Leucospermum vestitum",6,NA,NA,6,NA
"P. cinnamomi","Leycesteria formosa",1,NA,NA,1,NA
"P. cinnamomi","Lilium longiflorum",1,NA,NA,1,NA
"P. cinnamomi","Lilium wallichianum",1,NA,NA,1,NA
"P. cinnamomi","Limonium sinuatum",2,NA,NA,2,NA
"P. cinnamomi","Liriodendron tulipifera",2,NA,NA,2,NA
"P. cinnamomi","Lissanthe strigosa",2,NA,NA,2,NA
"P. cinnamomi","Litchi chinensis",3,NA,NA,3,NA
"P. cinnamomi","Lithocarpus shinsuiensis",1,NA,1,NA,NA
"P. cinnamomi","Lithocarpus uraianus",3,NA,2,1,NA
"P. cinnamomi","Litsea calicaris",1,NA,NA,1,NA
"P. cinnamomi","Lophomyrtus obcordata",4,NA,NA,4,NA
"P. cinnamomi","Lophostemon confertus",4,NA,NA,4,NA
"P. cinnamomi","Luma apiculata",3,NA,NA,3,NA
"P. cinnamomi","Lupinus angustifolius",4,NA,NA,4,NA
"P. cinnamomi","Lupinus digitatus",2,NA,NA,2,NA
"P. cinnamomi","Lycopodium deuterodensum",6,NA,NA,6,NA
"P. cinnamomi","Macadamia integrifolia",13,NA,NA,13,NA
"P. cinnamomi","Macadamia tetraphylla",9,NA,NA,9,NA
"P. cinnamomi","Machilus japonicus",2,NA,2,NA,NA
"P. cinnamomi","Machilus thunbergii",3,NA,1,2,NA
"P. cinnamomi","Macrozamia communis",2,NA,NA,2,NA
"P. cinnamomi","Macrozamia reidlei",1,NA,NA,1,NA
"P. cinnamomi","Macrozamia riedlei",1,NA,NA,1,NA
"P. cinnamomi","Magnolia grandiflora",4,NA,NA,4,NA
"P. cinnamomi","Magnolia laevifolia",1,NA,NA,1,NA
"P. cinnamomi","Melaleuca deanei",1,NA,NA,1,NA
"P. cinnamomi","Melaleuca gibbosa",4,NA,NA,4,NA
"P. cinnamomi","Melaleuca hypericifolia",3,NA,NA,3,NA
"P. cinnamomi","Melaleuca lanceolata",1,NA,NA,1,NA
"P. cinnamomi","Melaleuca pulcherrima",2,NA,NA,2,NA
"P. cinnamomi","Melaleuca quadrifida",2,NA,NA,2,NA
"P. cinnamomi","Melaleuca scabra",2,NA,NA,2,NA
"P. cinnamomi","Melaleuca sparsa",2,NA,NA,2,NA
"P. cinnamomi","Melaleuca squamea",2,NA,NA,2,NA
"P. cinnamomi","Melaleuca squarrosa",3,NA,NA,3,NA
"P. cinnamomi","Melaleuca styphelioides",2,NA,NA,2,NA
"P. cinnamomi","Melanopsidium nigrum",3,NA,NA,3,NA
"P. cinnamomi","Melastoma malabathricum",2,NA,NA,2,NA
"P. cinnamomi","Melicytus macrophyllus",4,NA,NA,4,NA
"P. cinnamomi","Meryta sinclairii",4,NA,NA,4,NA
"P. cinnamomi","Metrosideros excelsa",8,NA,NA,8,NA
"P. cinnamomi","Metrosideros polymorpha",4,NA,NA,4,NA
"P. cinnamomi","Microbiota decussata",2,NA,NA,2,NA
"P. cinnamomi","Micromyrtus ciliata",2,NA,NA,2,NA
"P. cinnamomi","Mimetes argenteus",2,NA,NA,2,NA
"P. cinnamomi","Mimetes cucullatus",2,NA,NA,2,NA
"P. cinnamomi","Mimetes hottentoticus",2,NA,NA,2,NA
"P. cinnamomi","Mimetes splendidus",2,NA,NA,2,NA
"P. cinnamomi","Mirbelia dilatata",2,NA,NA,2,NA
"P. cinnamomi","Mitrasacme pilosa",1,NA,NA,1,NA
"P. cinnamomi","Monotoca elliptica",1,NA,NA,1,NA
"P. cinnamomi","Monotoca glauca",4,NA,NA,4,NA
"P. cinnamomi","Mucuna gigantea",2,NA,NA,2,NA
"P. cinnamomi","Myrsine australis",5,NA,NA,5,NA
"P. cinnamomi","Myrsine lessertiana",4,NA,NA,4,NA
"P. cinnamomi","Myrtus communis",4,2,NA,2,NA
"P. cinnamomi","Nematolepis squamea",3,NA,NA,3,NA
"P. cinnamomi","Neopanax arboreus",4,NA,NA,4,NA
"P. cinnamomi","Nestegis lanceolata",4,NA,NA,4,NA
"P. cinnamomi","Nothofagus alessandrii",2,NA,NA,2,NA
"P. cinnamomi","Nothofagus alpina",3,NA,NA,3,NA
"P. cinnamomi","Nothofagus cliffortioides",3,NA,NA,3,NA
"P. cinnamomi","Nothofagus cunninghamii",5,NA,NA,5,NA
"P. cinnamomi","Nothofagus dombeyi",3,NA,NA,3,NA
"P. cinnamomi","Nothofagus fusca",11,NA,NA,11,NA
"P. cinnamomi","Nothofagus glauca",2,NA,NA,2,NA
"P. cinnamomi","Nothofagus gunnii",1,NA,NA,1,NA
"P. cinnamomi","Nothofagus menziesii",7,NA,NA,7,NA
"P. cinnamomi","Nothofagus obliqua",2,NA,NA,2,NA
"P. cinnamomi","Nothofagus solandri",2,NA,NA,2,NA
"P. cinnamomi","Nothofagus × leoni",1,NA,NA,1,NA
"P. cinnamomi","Notholithocarpus densiflorus",8,NA,1,7,NA
"P. cinnamomi","Nymania capensis",2,NA,NA,2,NA
"P. cinnamomi","Ocotea bullata",2,NA,NA,2,NA
"P. cinnamomi","Ocotea floribunda",2,NA,NA,2,NA
"P. cinnamomi","Ocotea sinuata",2,NA,NA,2,NA
"P. cinnamomi","Olea europaea",3,NA,NA,3,NA
"P. cinnamomi","Olearia oppositifolia",2,NA,NA,2,NA
"P. cinnamomi","Olearia rani",4,NA,NA,4,NA
"P. cinnamomi","Orothamnus zeyheri",6,NA,NA,6,NA
"P. cinnamomi","Oxylobium arborescens",2,NA,NA,2,NA
"P. cinnamomi","Oxylobium ellipticum",3,NA,NA,3,NA
"P. cinnamomi","Panax ginseng",1,NA,NA,1,NA
"P. cinnamomi","Pandorea jasminoides",1,NA,NA,1,NA
"P. cinnamomi","Paranomus reflexus",4,NA,NA,4,NA
"P. cinnamomi","Passiflora edulis",12,NA,NA,12,NA
"P. cinnamomi","Patersonia occidentalis",2,NA,NA,2,NA
"P. cinnamomi","Pectinopitys ferruginea",4,NA,NA,4,NA
"P. cinnamomi","Pentameris airoides",2,NA,NA,2,NA
"P. cinnamomi","Pericallis cruenta",2,NA,NA,2,"Yes"
"P. cinnamomi","Pericalymma ellipticum",2,NA,NA,2,NA
"P. cinnamomi","Perrottetia sandwicensis",2,NA,NA,2,NA
"P. cinnamomi","Persea americana",369,NA,1,368,NA
"P. cinnamomi","Persea borbonia",2,NA,NA,2,NA
"P. cinnamomi","Persea schiedeana",4,NA,NA,4,NA
"P. cinnamomi","Persoonia juniperina",1,NA,NA,1,NA
"P. cinnamomi","Persoonia longifolia",2,NA,NA,2,NA
"P. cinnamomi","Petrophile biloba",2,NA,NA,2,NA
"P. cinnamomi","Petrophile divaricata",2,NA,NA,2,NA
"P. cinnamomi","Petrophile linearis",1,NA,NA,1,NA
"P. cinnamomi","Petrophile serruriae",2,NA,NA,2,NA
"P. cinnamomi","Philotheca virgata",1,NA,NA,1,NA
"P. cinnamomi","Phormium tenax",4,NA,NA,4,NA
"P. cinnamomi","Phyllocladus trichomanoides",7,NA,NA,7,NA
"P. cinnamomi","Picea abies",9,NA,NA,9,NA
"P. cinnamomi","Picea pungens",6,NA,NA,6,NA
"P. cinnamomi","Pieris floribunda",2,NA,NA,2,NA
"P. cinnamomi","Pieris japonica",17,1,NA,16,NA
"P. cinnamomi","Pimelea ferruginea",5,NA,NA,5,NA
"P. cinnamomi","Pimelea humilis",2,NA,NA,2,NA
"P. cinnamomi","Pimelea rosea",1,NA,NA,1,NA
"P. cinnamomi","Pinus brutia",2,NA,NA,2,NA
"P. cinnamomi","Pinus canariensis",4,NA,NA,4,NA
"P. cinnamomi","Pinus caribaea",3,NA,NA,3,NA
"P. cinnamomi","Pinus clausa",4,NA,NA,4,NA
"P. cinnamomi","Pinus echinata",8,NA,NA,8,NA
"P. cinnamomi","Pinus elliottii",5,NA,NA,5,NA
"P. cinnamomi","Pinus halepensis",2,NA,NA,2,NA
"P. cinnamomi","Pinus kesiya",5,NA,NA,5,NA
"P. cinnamomi","Pinus lambertiana",1,NA,NA,1,NA
"P. cinnamomi","Pinus monticola",1,NA,NA,1,NA
"P. cinnamomi","Pinus mugo",12,1,NA,11,NA
"P. cinnamomi","Pinus nigra",4,NA,NA,4,NA
"P. cinnamomi","Pinus occidentalis",2,NA,NA,2,NA
"P. cinnamomi","Pinus palustris",6,NA,NA,6,NA
"P. cinnamomi","Pinus patula",5,NA,NA,5,NA
"P. cinnamomi","Pinus pinaster",5,NA,NA,5,NA
"P. cinnamomi","Pinus pinea",5,2,NA,3,NA
"P. cinnamomi","Pinus radiata",155,NA,NA,155,NA
"P. cinnamomi","Pinus resinosa",5,NA,NA,5,NA
"P. cinnamomi","Pinus strobus",4,NA,NA,4,NA
"P. cinnamomi","Pinus sylvestris",7,NA,1,6,NA
"P. cinnamomi","Pinus taeda",7,NA,NA,7,NA
"P. cinnamomi","Pinus wallichiana",3,1,NA,2,NA
"P. cinnamomi","Piper excelsum",1,NA,NA,1,NA
"P. cinnamomi","Pipturus albidus",2,NA,NA,2,NA
"P. cinnamomi","Pistacia lentiscus",1,NA,NA,1,NA
"P. cinnamomi","Platanus orientalis",6,NA,NA,6,NA
"P. cinnamomi","Platanus racemosa",2,NA,NA,2,NA
"P. cinnamomi","Platanus × hispanica",6,NA,NA,6,NA
"P. cinnamomi","Platylobium obtusangulum",3,NA,NA,3,NA
"P. cinnamomi","Platysace compressa",2,NA,NA,2,NA
"P. cinnamomi","Podocarpus drouynianus",3,NA,NA,3,NA
"P. cinnamomi","Podocarpus macrophyllus",1,NA,NA,1,NA
"P. cinnamomi","Podocarpus salignus",1,NA,NA,1,NA
"P. cinnamomi","Podotheca angustifolia",2,NA,NA,2,NA
"P. cinnamomi","Polystichum munitum",4,NA,NA,4,NA
"P. cinnamomi","Pomaderris apetala",2,NA,NA,2,NA
"P. cinnamomi","Protea aurea",8,NA,NA,8,NA
"P. cinnamomi","Protea burchellii",2,NA,NA,2,NA
"P. cinnamomi","Protea caffra",2,NA,NA,2,NA
"P. cinnamomi","Protea compacta",2,NA,NA,2,NA
"P. cinnamomi","Protea cynaroides",12,NA,NA,12,NA
"P. cinnamomi","Protea effusa",6,NA,NA,6,NA
"P. cinnamomi","Protea eximia",2,NA,NA,2,NA
"P. cinnamomi","Protea grandiceps",4,NA,NA,4,NA
"P. cinnamomi","Protea lanceolata",4,NA,NA,4,NA
"P. cinnamomi","Protea laurifolia",4,NA,NA,4,NA
"P. cinnamomi","Protea lepidocarpodendron",6,NA,NA,6,NA
"P. cinnamomi","Protea longifolia",4,NA,NA,4,NA
"P. cinnamomi","Protea lorifolia",2,NA,NA,2,NA
"P. cinnamomi","Protea magnifica",10,NA,NA,10,NA
"P. cinnamomi","Protea mundii",4,NA,NA,4,NA
"P. cinnamomi","Protea nana",4,NA,NA,4,NA
"P. cinnamomi","Protea neriifolia",11,NA,NA,11,NA
"P. cinnamomi","Protea nitida",8,NA,NA,8,NA
"P. cinnamomi","Protea obtusifolia",6,NA,NA,6,NA
"P. cinnamomi","Protea punctata",4,NA,NA,4,NA
"P. cinnamomi","Protea reflexa",1,NA,NA,1,NA
"P. cinnamomi","Protea repens",5,NA,NA,5,NA
"P. cinnamomi","Protea roupelliae",6,NA,NA,6,NA
"P. cinnamomi","Protea susannae",4,NA,NA,4,NA
"P. cinnamomi","Prunus americana",5,NA,NA,5,NA
"P. cinnamomi","Prunus armeniaca",4,NA,NA,4,NA
"P. cinnamomi","Prunus avium",4,NA,NA,4,NA
"P. cinnamomi","Prunus persica",16,NA,NA,16,NA
"P. cinnamomi","Pseudopanax crassifolius",4,NA,NA,4,NA
"P. cinnamomi","Pseudotsuga menziesii",36,NA,NA,36,NA
"P. cinnamomi","Psidium cattleianum",2,NA,NA,2,NA
"P. cinnamomi","Psychotria hawaiiensis",1,NA,NA,1,NA
"P. cinnamomi","Pteris ensiformis",2,NA,NA,2,NA
"P. cinnamomi","Pterochaeta paniculata",5,NA,NA,5,NA
"P. cinnamomi","Pterophylla racemosa",1,NA,NA,1,NA
"P. cinnamomi","Pultenaea daphnoides",4,NA,NA,4,NA
"P. cinnamomi","Pultenaea gunnii",3,NA,NA,3,NA
"P. cinnamomi","Pultenaea humilis",2,NA,NA,2,NA
"P. cinnamomi","Pultenaea involucrata",2,NA,NA,2,NA
"P. cinnamomi","Pultenaea juniperina",1,NA,NA,1,NA
"P. cinnamomi","Pultenaea pedunculata",2,NA,NA,2,NA
"P. cinnamomi","Pultenaea reticulata",2,NA,NA,2,NA
"P. cinnamomi","Pultenaea stricta",1,NA,NA,1,NA
"P. cinnamomi","Pyrus communis",12,NA,NA,12,NA
"P. cinnamomi","Quercus agrifolia",12,NA,1,11,NA
"P. cinnamomi","Quercus alba",13,NA,NA,13,NA
"P. cinnamomi","Quercus bicolor",1,NA,NA,1,NA
"P. cinnamomi","Quercus cerris",9,1,NA,8,NA
"P. cinnamomi","Quercus championii",5,NA,1,4,NA
"P. cinnamomi","Quercus faginea",1,NA,NA,1,NA
"P. cinnamomi","Quercus frainetto",4,NA,NA,4,NA
"P. cinnamomi","Quercus glauca",1,NA,1,NA,NA
"P. cinnamomi","Quercus glaucoides",2,NA,NA,2,NA
"P. cinnamomi","Quercus ilex",37,NA,NA,37,NA
"P. cinnamomi","Quercus laurifolia",3,NA,NA,3,NA
"P. cinnamomi","Quercus laurina",1,NA,NA,1,NA
"P. cinnamomi","Quercus longinux",1,NA,1,NA,NA
"P. cinnamomi","Quercus michauxii",2,NA,NA,2,NA
"P. cinnamomi","Quercus montana",4,NA,NA,4,NA
"P. cinnamomi","Quercus morii",4,NA,1,3,NA
"P. cinnamomi","Quercus peduncularis",2,NA,NA,2,NA
"P. cinnamomi","Quercus petraea",2,NA,NA,2,NA
"P. cinnamomi","Quercus pubescens",1,NA,NA,1,NA
"P. cinnamomi","Quercus pyrenaica",2,NA,NA,2,NA
"P. cinnamomi","Quercus robur",27,NA,21,6,NA
"P. cinnamomi","Quercus rubra",157,NA,144,13,NA
"P. cinnamomi","Quercus salicifolia",1,NA,NA,1,NA
"P. cinnamomi","Quercus serrata",1,NA,1,NA,NA
"P. cinnamomi","Quercus sessifolia",1,NA,1,NA,NA
"P. cinnamomi","Quercus sessilifolia",2,NA,NA,2,NA
"P. cinnamomi","Quercus stenophylloides",3,NA,2,1,NA
"P. cinnamomi","Quercus suber",53,NA,NA,53,NA
"P. cinnamomi","Quercus variabilis",2,NA,2,NA,NA
"P. cinnamomi","Quercus velutina",1,NA,NA,1,NA
"P. cinnamomi","Rhamnus alaternus",3,NA,1,2,NA
"P. cinnamomi","Rhaphiolepis indica",2,NA,NA,2,NA
"P. cinnamomi","Rhododendron adenogynum",1,1,NA,NA,NA
"P. cinnamomi","Rhododendron catawbiense",6,NA,NA,6,NA
"P. cinnamomi","Rhododendron columbianum",1,NA,NA,1,NA
"P. cinnamomi","Rhododendron impeditum",3,NA,NA,3,NA
"P. cinnamomi","Rhododendron indicum",5,NA,NA,5,NA
"P. cinnamomi","Rhododendron japonoheptamerum",2,NA,NA,2,NA
"P. cinnamomi","Rhododendron lapponicum",1,NA,NA,1,NA
"P. cinnamomi","Rhododendron macrophyllum",4,NA,NA,4,NA
"P. cinnamomi","Rhododendron makinoi",2,NA,NA,2,NA
"P. cinnamomi","Rhododendron maximum",1,NA,NA,1,NA
"P. cinnamomi","Rhododendron minus",9,NA,NA,9,NA
"P. cinnamomi","Rhododendron mucronatum",4,NA,NA,4,NA
"P. cinnamomi","Rhododendron mucronulatum",2,NA,NA,2,NA
"P. cinnamomi","Rhododendron occidentale",2,NA,NA,2,NA
"P. cinnamomi","Rhododendron ponticum",20,NA,NA,20,NA
"P. cinnamomi","Rhododendron pseudochrysanthum",2,NA,NA,2,NA
"P. cinnamomi","Rhododendron simsii",6,NA,NA,6,NA
"P. cinnamomi","Rhododendron tomentosum",3,NA,NA,3,NA
"P. cinnamomi","Rhododendron yakushimanum",4,3,NA,1,NA
"P. cinnamomi","Rhododendron × hybridum",2,1,NA,1,NA
"P. cinnamomi","Richardia brasiliensis",2,NA,NA,2,NA
"P. cinnamomi","Richardia scabra",2,NA,NA,2,NA
"P. cinnamomi","Ricinocarpos pinifolius",1,NA,NA,1,NA
"P. cinnamomi","Ricinus communis",2,NA,NA,2,NA
"P. cinnamomi","Robinia pseudoacacia",7,NA,NA,7,NA
"P. cinnamomi","Rubus idaeus",15,NA,NA,15,NA
"P. cinnamomi","Rubus rosifolius",2,NA,NA,2,NA
"P. cinnamomi","Rytidosperma caespitosum",2,NA,NA,2,NA
"P. cinnamomi","Salvia officinalis",1,NA,NA,1,NA
"P. cinnamomi","Salvia rosmarinus",5,NA,NA,5,NA
"P. cinnamomi","Sarracenia alata",1,1,NA,NA,NA
"P. cinnamomi","Saxegothaea conspicua",4,NA,NA,4,NA
"P. cinnamomi","Scaevola albida",1,NA,NA,1,NA
"P. cinnamomi","Sciadopitys verticillata",6,NA,NA,6,NA
"P. cinnamomi","Senna pleurocarpa",1,NA,NA,1,NA
"P. cinnamomi","Sequoia sempervirens",4,NA,NA,4,NA
"P. cinnamomi","Sequoiadendron giganteum",2,NA,NA,2,"Yes"
"P. cinnamomi","Serruria florida",12,NA,NA,12,NA
"P. cinnamomi","Serruria kraussii",2,NA,NA,2,NA
"P. cinnamomi","Siloxerus multiflorus",2,NA,NA,2,NA
"P. cinnamomi","Solanum lycopersicum",3,NA,NA,3,NA
"P. cinnamomi","Solanum maglia",1,NA,NA,1,NA
"P. cinnamomi","Solanum tuberosum",1,NA,NA,1,NA
"P. cinnamomi","Sophora chrysophylla",2,NA,NA,2,NA
"P. cinnamomi","Sorbus commixta",2,NA,NA,2,NA
"P. cinnamomi","Sphenotoma squarrosa",1,NA,NA,1,NA
"P. cinnamomi","Sphenotoma squarrosum",1,NA,NA,1,NA
"P. cinnamomi","Sprengelia incarnata",4,NA,NA,4,NA
"P. cinnamomi","Stenanthera pinifolia",1,NA,NA,1,NA
"P. cinnamomi","Stirlingia tenuifolia",1,NA,NA,1,NA
"P. cinnamomi","Stylidium diuroides",8,NA,NA,8,NA
"P. cinnamomi","Stylidium graminifolium",1,NA,NA,1,NA
"P. cinnamomi","Styphelia ericoides",3,NA,NA,3,NA
"P. cinnamomi","Styphelia humifusa",1,NA,NA,1,NA
"P. cinnamomi","Symphytum × uplandicum",1,NA,NA,1,NA
"P. cinnamomi","Syncarpia glomulifera",1,NA,NA,1,NA
"P. cinnamomi","Syzygium aromaticum",2,NA,NA,2,NA
"P. cinnamomi","Syzygium bamagense",1,NA,NA,1,NA
"P. cinnamomi","Syzygium smithii",4,NA,NA,4,NA
"P. cinnamomi","Tabebuia heterophylla",2,NA,NA,2,NA
"P. cinnamomi","Tanacetum cinerariifolium",2,NA,NA,2,NA
"P. cinnamomi","Tasmannia lanceolata",2,NA,NA,2,"Yes"
"P. cinnamomi","Tasmannia purpurascens",2,NA,NA,2,NA
"P. cinnamomi","Taxus baccata",18,5,NA,13,"Yes"
"P. cinnamomi","Taxus cuspidata",6,NA,NA,6,NA
"P. cinnamomi","Taxus × media",2,NA,NA,2,NA
"P. cinnamomi","Tecomaria capensis",2,NA,NA,2,NA
"P. cinnamomi","Telopea speciosissima",13,NA,NA,13,NA
"P. cinnamomi","Tetratheca ciliata",2,NA,NA,2,NA
"P. cinnamomi","Tetratheca hirsuta",2,NA,NA,2,NA
"P. cinnamomi","Tetratheca labillardierei",1,NA,NA,1,NA
"P. cinnamomi","Tetratheca pilosa",2,NA,NA,2,NA
"P. cinnamomi","Tetratheca procumbens",1,NA,NA,1,NA
"P. cinnamomi","Thomasia grandiflora",2,NA,NA,2,NA
"P. cinnamomi","Thomasia pauciflora",2,NA,NA,2,NA
"P. cinnamomi","Thryptomene baeckeacea",2,NA,NA,2,NA
"P. cinnamomi","Thryptomene calycina",7,NA,NA,7,NA
"P. cinnamomi","Thryptomene micrantha",1,NA,NA,1,NA
"P. cinnamomi","Thuja occidentalis",10,NA,NA,10,NA
"P. cinnamomi","Thuja plicata",2,NA,NA,2,NA
"P. cinnamomi","Toona ciliata",1,NA,NA,1,NA
"P. cinnamomi","Torreya nucifera",2,NA,NA,2,NA
"P. cinnamomi","Trachymene pilosa",2,NA,NA,2,NA
"P. cinnamomi","Trymalium ledifolium",2,NA,NA,2,NA
"P. cinnamomi","Tsuga canadensis",2,NA,NA,2,"Yes"
"P. cinnamomi","Tsuga heterophylla",1,NA,NA,1,"Yes"
"P. cinnamomi","Ugni myricoides",1,NA,NA,1,NA
