"Phytophthora","Host","Level.4","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Persea",NA,NA,"New Zealand","Australasia",6,NA
"P. cinnamomi","Persea",NA,NA,"Southern Africa","Africa",8,NA
"P. cinnamomi","Persea",NA,NA,"Southern South America","Southern America",12,NA
"P. cinnamomi","Persea",NA,NA,NA,"Northern America",10,NA
"P. cinnamomi","Persea",NA,NA,NA,"Southern America",1,NA
"P. cinnamomi","Persea",NA,NA,NA,NA,1,NA
"P. cinnamomi","Persoonia",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Petrophile",NA,NA,"Australia","Australasia",7,NA
"P. cinnamomi","Phaseolus",NA,NA,"Southern South America","Southern America",1,NA
"P. cinnamomi","Philotheca",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Phormium",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Phyllocladus",NA,NA,"New Zealand","Australasia",7,NA
"P. cinnamomi","Picea","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea","France","France","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Picea","Maryland","Maryland","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Picea","New York","New York","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",3,NA
"P. cinnamomi","Picea","Virginia","Virginia","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Picea",NA,NA,NA,"Northern America",9,NA
"P. cinnamomi","Pieris","Czech Republic","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Pieris","Maryland","Maryland","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Pieris","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Pieris","Switzerland","Switzerland","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Pieris","Washington","Washington","Northwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Pieris",NA,NA,"Australia","Australasia",5,"Yes"
"P. cinnamomi","Pieris",NA,NA,"New Zealand","Australasia",6,"Yes"
"P. cinnamomi","Pieris",NA,NA,NA,"Northern America",4,"Yes"
"P. cinnamomi","Pimelea",NA,NA,"Australia","Australasia",9,NA
"P. cinnamomi","Pinus","California","California","Southwestern U.S.A.","Northern America",8,"Yes"
"P. cinnamomi","Pinus","Croatia","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Pinus","Delaware","Delaware","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Pinus","Dominican Republic","Dominican Republic","Caribbean","Southern America",2,"Yes"
"P. cinnamomi","Pinus","Florida","Florida","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Pinus","France","France","Southwestern Europe","Europe",4,"Yes"
"P. cinnamomi","Pinus","Hungary","Hungary","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Pinus","Italy","Italy","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Pinus","Louisiana","Louisiana","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Pinus","Maryland","Maryland","Southeastern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Pinus","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Pinus","Poland","Poland","Middle Europe","Europe",7,"Yes"
"P. cinnamomi","Pinus","South Carolina","South Carolina","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Pinus","Spain","Spain","Southwestern Europe","Europe",2,"Yes"
"P. cinnamomi","Pinus","Virginia","Virginia","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Pinus",NA,NA,"Australia","Australasia",42,"Yes"
"P. cinnamomi","Pinus",NA,NA,"Brazil","Southern America",2,"Yes"
"P. cinnamomi","Pinus",NA,NA,"Malesia","Asia-Tropical",1,"Yes"
"P. cinnamomi","Pinus",NA,NA,"New Zealand","Australasia",138,"Yes"
"P. cinnamomi","Pinus",NA,NA,"Southern Africa","Africa",14,"Yes"
"P. cinnamomi","Pinus",NA,NA,"Southern South America","Southern America",1,"Yes"
"P. cinnamomi","Pinus",NA,NA,NA,"Northern America",20,"Yes"
"P. cinnamomi","Piper",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Pipturus",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pipturus",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Pistacia","Italy","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Platanus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Platanus","Italy","Italy","Southeastern Europe","Europe",7,NA
"P. cinnamomi","Platanus","Maryland","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Platanus",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Platanus",NA,NA,"New Zealand","Australasia",3,NA
"P. cinnamomi","Platanus",NA,NA,"Southern South America","Southern America",2,NA
"P. cinnamomi","Platanus",NA,NA,NA,"Northern America",3,NA
"P. cinnamomi","Platylobium",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Platysace",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Podocarpus",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Podotheca",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Polygala",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Polystichum","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Polystichum",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Pomaderris",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Protea","California","California","Southwestern U.S.A.","Northern America",4,NA
"P. cinnamomi","Protea","Spain","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Protea","Western Cape Province","Cape Provinces","Southern Africa","Africa",2,NA
"P. cinnamomi","Protea",NA,"Hawaii","North-Central Pacific","Pacific",4,NA
"P. cinnamomi","Protea",NA,NA,"Australia","Australasia",22,NA
"P. cinnamomi","Protea",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Protea",NA,NA,"Southern Africa","Africa",93,NA
"P. cinnamomi","Protea",NA,NA,NA,"Northern America",7,NA
"P. cinnamomi","Prunus","California","California","Southwestern U.S.A.","Northern America",5,"Yes"
"P. cinnamomi","Prunus","Mississippi","Mississippi","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Prunus","Spain","Spain","Southwestern Europe","Europe",2,"Yes"
"P. cinnamomi","Prunus",NA,NA,"Australia","Australasia",13,"Yes"
"P. cinnamomi","Prunus",NA,NA,"New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Prunus",NA,NA,"Southern Africa","Africa",2,"Yes"
"P. cinnamomi","Prunus",NA,NA,NA,"Northern America",3,"Yes"
"P. cinnamomi","Pseudopanax",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Pseudotsuga","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudotsuga","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudotsuga","Oregon","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Pseudotsuga","Spain","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pseudotsuga","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudotsuga",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pseudotsuga",NA,NA,"New Zealand","Australasia",26,NA
"P. cinnamomi","Pseudotsuga",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Psidium",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Psidium",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Psychotria",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pteris","Florida","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pteris",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Pterochaeta","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Pterochaeta",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Pterophylla",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Pultenaea",NA,NA,"Australia","Australasia",17,NA
"P. cinnamomi","Pyracantha","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pyrus","Morocco","Morocco","Northern Africa","Africa",2,NA
"P. cinnamomi","Pyrus","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pyrus",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Pyrus",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Pyrus",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Quercus","California","California","Southwestern U.S.A.","Northern America",12,NA
"P. cinnamomi","Quercus","Florida","Florida","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Quercus","France","France","Southwestern Europe","Europe",178,NA
"P. cinnamomi","Quercus","Italy","Italy","Southeastern Europe","Europe",21,NA
"P. cinnamomi","Quercus","Maryland","Maryland","Southeastern U.S.A.","Northern America",4,NA
"P. cinnamomi","Quercus","Missouri","Missouri","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus","Ohio","Ohio","Northeastern U.S.A.","Northern America",4,NA
"P. cinnamomi","Quercus","Pennsylvania","Pennsylvania","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus","Portugal","Portugal","Southwestern Europe","Europe",23,NA
"P. cinnamomi","Quercus","Sardegna","Sardegna","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Quercus","Spain","Spain","Southwestern Europe","Europe",46,NA
"P. cinnamomi","Quercus","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",20,NA
"P. cinnamomi","Quercus","Turkey","Turkey","Western Asia","Asia-Temperate",2,NA
"P. cinnamomi","Quercus","Vietnam","Vietnam","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Quercus","West Virginia","West Virginia","Northeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Quercus","Western Cape Province","Cape Provinces","Southern Africa","Africa",1,NA
"P. cinnamomi","Quercus",NA,NA,"Mexico","Northern America",6,NA
"P. cinnamomi","Quercus",NA,NA,"New Zealand","Australasia",3,NA
"P. cinnamomi","Quercus",NA,NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Quercus",NA,NA,NA,"Northern America",31,NA
"P. cinnamomi","Rhamnus","Italy","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Rhamnus","Sardegna","Sardegna","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Rhaphiolepis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Rhododendron","Alabama","Alabama","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Rhododendron","California","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Rhododendron","Czech Republic","Czechoslovakia","Middle Europe","Europe",20,"Yes"
"P. cinnamomi","Rhododendron","Florida","Florida","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Rhododendron","Germany","Germany","Middle Europe","Europe",6,"Yes"
"P. cinnamomi","Rhododendron","Ireland","Ireland","Northern Europe","Europe",2,"Yes"
"P. cinnamomi","Rhododendron","Maryland","Maryland","Southeastern U.S.A.","Northern America",6,"Yes"
"P. cinnamomi","Rhododendron","Mississippi","Mississippi","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Rhododendron","Missouri","Missouri","North-Central U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Rhododendron","New Jersey","New Jersey","Northeastern U.S.A.","Northern America",15,"Yes"
"P. cinnamomi","Rhododendron","New York","New York","Northeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Rhododendron","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",5,"Yes"
"P. cinnamomi","Rhododendron","Oregon","Oregon","Northwestern U.S.A.","Northern America",6,"Yes"
"P. cinnamomi","Rhododendron","Poland","Poland","Middle Europe","Europe",6,"Yes"
"P. cinnamomi","Rhododendron","Spain","Spain","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Rhododendron","Switzerland","Switzerland","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Rhododendron","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Rhododendron","Vietnam","Vietnam","Indo-China","Asia-Tropical",1,"Yes"
"P. cinnamomi","Rhododendron","Washington","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Rhododendron",NA,"Hawaii","North-Central Pacific","Pacific",2,"Yes"
"P. cinnamomi","Rhododendron",NA,"Japan","Eastern Asia","Asia-Temperate",10,"Yes"
"P. cinnamomi","Rhododendron",NA,NA,"Australia","Australasia",18,"Yes"
"P. cinnamomi","Rhododendron",NA,NA,"China","Asia-Temperate",5,"Yes"
"P. cinnamomi","Rhododendron",NA,NA,"Mexico","Northern America",7,"Yes"
"P. cinnamomi","Rhododendron",NA,NA,"New Zealand","Australasia",5,"Yes"
"P. cinnamomi","Rhododendron",NA,NA,"Southern Africa","Africa",1,"Yes"
"P. cinnamomi","Rhododendron",NA,NA,NA,"Northern America",24,"Yes"
"P. cinnamomi","Rhododendron",NA,NA,NA,NA,1,"Yes"
"P. cinnamomi","Richardia",NA,"Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Richardia",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Ricinocarpos",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Ricinus",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Ricinus",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Robinia","Maryland","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Robinia",NA,NA,"China","Asia-Temperate",4,NA
"P. cinnamomi","Robinia",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Rosa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Rubus","New Zealand South","New Zealand South","New Zealand","Australasia",1,NA
"P. cinnamomi","Rubus",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Rubus",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Rubus",NA,NA,"New Zealand","Australasia",11,NA
"P. cinnamomi","Rubus",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Rytidosperma",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Salvia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Salvia",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Sarracenia","Czech Republic","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Saxegothaea",NA,NA,"Southern South America","Southern America",4,NA
"P. cinnamomi","Scaevola",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Sciadopitys","Italy","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Sciadopitys","Virginia","Virginia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Sciadopitys",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Senna",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Sequoia","France","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Sequoia",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Sequoiadendron",NA,NA,"Australia","Australasia",2,"Yes"
"P. cinnamomi","Serruria",NA,NA,"Australia","Australasia",10,NA
"P. cinnamomi","Serruria",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Serruria",NA,NA,"Southern Africa","Africa",6,NA
"P. cinnamomi","Siloxerus",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Solanum",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Solanum",NA,NA,"Southern South America","Southern America",2,NA
"P. cinnamomi","Solanum",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Sophora",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Sophora",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Sorbus","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Sorbus",NA,"Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Spathiphyllum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Sphenotoma",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Sprengelia",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Stenanthera",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Stirlingia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Stylidium","Western Australia","Western Australia","Australia","Australasia",4,NA
"P. cinnamomi","Stylidium",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Styphelia",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Symphytum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Syncarpia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Syzygium",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Syzygium",NA,NA,"Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Syzygium",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Tabebuia","Netherlands","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Tabebuia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Tanacetum",NA,NA,NA,NA,2,NA
"P. cinnamomi","Tasmannia",NA,NA,"Australia","Australasia",4,"Yes"
"P. cinnamomi","Taxus","Croatia","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. cinnamomi","Taxus","Greece","Greece","Southeastern Europe","Europe",5,"Yes"
"P. cinnamomi","Taxus","Hungary","Hungary","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Taxus","Indiana","Indiana","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Taxus","Maryland","Maryland","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Taxus","Netherlands","Netherlands","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Taxus","Ohio","Ohio","Northeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Taxus","Oregon","Oregon","Northwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Taxus","Virginia","Virginia","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Taxus",NA,NA,"Australia","Australasia",3,"Yes"
"P. cinnamomi","Taxus",NA,NA,"New Zealand","Australasia",2,"Yes"
"P. cinnamomi","Taxus",NA,NA,NA,"Northern America",9,"Yes"
"P. cinnamomi","Tecomaria",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Telopea",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Telopea",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Telopea",NA,NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Tetratheca",NA,NA,"Australia","Australasia",8,NA
"P. cinnamomi","Thomasia",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Thryptomene",NA,NA,"Australia","Australasia",8,NA
"P. cinnamomi","Thryptomene",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Thuja","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Thuja","Italy","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Thuja","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Thuja",NA,"Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Thuja",NA,NA,"Southern Africa","Africa",1,NA
"P. cinnamomi","Thuja",NA,NA,"Southern South America","Southern America",2,NA
"P. cinnamomi","Thuja",NA,NA,NA,"Northern America",4,NA
"P. cinnamomi","Toona",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Torreya","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Torreya",NA,"Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Trachymene","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Trachymene",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Trifolium",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Trymalium",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Tsuga","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Tsuga",NA,NA,"New Zealand","Australasia",1,"Yes"
"P. cinnamomi","Tsuga",NA,NA,NA,"Northern America",1,"Yes"
"P. cinnamomi","Ugni",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Ulex",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Umbellularia","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Umbellularia",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Urostemon",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Vaccinium","Arkansas","Arkansas","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","Austria","Austria","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Vaccinium","British Columbia","British Columbia","Western Canada","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","California","California","Southwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Vaccinium","Colombia","Colombia","Western South America","Southern America",1,"Yes"
"P. cinnamomi","Vaccinium","Croatia","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Vaccinium","Czech Republic","Czechoslovakia","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Vaccinium","Florida","Florida","Southeastern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Vaccinium","Germany","Germany","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Vaccinium","Italy","Italy","Southeastern Europe","Europe",1,"Yes"
"P. cinnamomi","Vaccinium","Massachusetts","Massachusetts","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","Michoacán","Mexico Southwest","Mexico","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","New Jersey","New Jersey","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Vaccinium","Turkey","Turkey","Western Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Vaccinium","Washington","Washington","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Vaccinium",NA,NA,"Australia","Australasia",26,"Yes"
"P. cinnamomi","Vaccinium",NA,NA,"China","Asia-Temperate",3,"Yes"
"P. cinnamomi","Vaccinium",NA,NA,"New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Vaccinium",NA,NA,"Southern South America","Southern America",5,"Yes"
"P. cinnamomi","Vaccinium",NA,NA,NA,"Northern America",10,"Yes"
"P. cinnamomi","Vernicia","Louisiana","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vernicia",NA,NA,NA,"Northern America",3,NA
"P. cinnamomi","Veronica",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Verticordia",NA,NA,"Australia","Australasia",12,NA
"P. cinnamomi","Viburnum","Italy","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Viburnum","Maryland","Maryland","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Viburnum",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Vigna",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Viola",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Vitex",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Vitis","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Vitis",NA,NA,"Australia","Australasia",14,NA
"P. cinnamomi","Vitis",NA,NA,"New Zealand","Australasia",10,NA
"P. cinnamomi","Vitis",NA,NA,"Southern Africa","Africa",19,NA
"P. cinnamomi","Washingtonia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Widdringtonia",NA,NA,"Southern Africa","Africa",3,NA
"P. cinnamomi","Wodyetia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Wollemia",NA,NA,"Australia","Australasia",70,NA
"P. cinnamomi","Xanthomyrtus","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Xanthomyrtus",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Xanthorrhoea","South Australia","South Australia","Australia","Australasia",2,NA
"P. cinnamomi","Xanthorrhoea",NA,NA,"Australia","Australasia",49,NA
"P. cinnamomi","Xanthorrhoea",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Xeronema","New Zealand North","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Xeronema",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Xerophyllum","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Xylomelum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Zamia","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. kernoviae","Agathis",NA,NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Annona",NA,NA,"New Zealand","Australasia",22,NA
"P. kernoviae","Drimys","Ireland","Ireland","Northern Europe","Europe",1,NA
"P. kernoviae","Drimys",NA,NA,"Southern South America","Southern America",2,NA
"P. kernoviae","Fagus",NA,NA,"New Zealand","Australasia",1,"Yes"
"P. kernoviae","Fagus",NA,NA,NA,NA,1,"Yes"
"P. kernoviae","Ficus",NA,NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Magnolia",NA,NA,"New Zealand","Australasia",1,"Yes"
"P. kernoviae","Magnolia",NA,NA,NA,NA,1,"Yes"
"P. kernoviae","Pectinopitys",NA,NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Pinus",NA,NA,"New Zealand","Australasia",47,NA
"P. kernoviae","Rhododendron","Ireland","Ireland","Northern Europe","Europe",12,"Yes"
"P. kernoviae","Rhododendron",NA,NA,"New Zealand","Australasia",7,"Yes"
"P. kernoviae","Rhododendron",NA,NA,NA,NA,1,"Yes"
"P. pinifolia","Pinus","Biobío","Chile Central","Southern South America","Southern America",1,NA
"P. pinifolia","Pinus",NA,NA,"Southern South America","Southern America",21,NA
"P. pluvialis","Notholithocarpus","Oregon","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. pluvialis","Notholithocarpus",NA,NA,NA,"Northern America",1,NA
"P. pluvialis","Pinus",NA,NA,"New Zealand","Australasia",205,NA
"P. pluvialis","Pseudotsuga","Oregon","Oregon","Northwestern U.S.A.","Northern America",7,"Yes"
"P. pluvialis","Pseudotsuga",NA,NA,"New Zealand","Australasia",16,"Yes"
"P. pluvialis","Pseudotsuga",NA,NA,NA,"Northern America",2,"Yes"
"P. pseudosyringae","Abies","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Abies",NA,NA,NA,"Northern America",1,NA
"P. pseudosyringae","Acer","Czech Republic","Czechoslovakia","Middle Europe","Europe",2,"Yes"
"P. pseudosyringae","Aesculus","Sweden","Sweden","Northern Europe","Europe",4,NA
