"Phytophthora","Host","Level.2","Level.1","Total","PxH.in.Scotland"
"P. ramorum","Viburnum farreri","Southeastern Europe","Europe",1,NA
"P. ramorum","Viburnum plicatum","Middle Europe","Europe",3,"Yes"
"P. ramorum","Viburnum plicatum","Northwestern U.S.A.","Northern America",4,"Yes"
"P. ramorum","Viburnum tinus","Australia","Australasia",1,"Yes"
"P. ramorum","Viburnum tinus","Middle Europe","Europe",3,"Yes"
"P. ramorum","Viburnum tinus","Northern Europe","Europe",11,"Yes"
"P. ramorum","Viburnum tinus","Southeastern Europe","Europe",8,"Yes"
"P. ramorum","Viburnum tinus","Southwestern Europe","Europe",5,"Yes"
"P. ramorum","Viburnum tinus","Southwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Viburnum tinus",NA,"Northern America",1,"Yes"
"P. ramorum","Viburnum × bodnantense","Middle Europe","Europe",16,"Yes"
"P. ramorum","Viburnum × bodnantense","Northwestern U.S.A.","Northern America",3,"Yes"
"P. ramorum","Viburnum × bodnantense","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Viburnum × bodnantense","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Viburnum × bodnantense",NA,"Northern America",1,"Yes"
"P. ramorum","Viburnum × bodnantense",NA,NA,1,"Yes"
"P. ramorum","Vinca minor","Northwestern U.S.A.","Northern America",1,NA
